id_imovel,uf,cidade,bairro,endereco,cep,tipo_imovel,quartos,area_m2,preco_venda,valor_avaliacao,desconto_pct,modalidade,descricao,url_detalhe,url_foto,link, 10005121 ,AC ,CRUZEIRO DO SUL ,BAIRRO COHAB ,"RUA DO PURUS, N. S/N, QUARTEIRÃO 272 LOTE 11 ","67.957,93","150.000,00",54.70,Não,"Terreno, 0.00 de área total, 0.00 de área privativa, 600.00 de área do terreno.",Venda Direta Online,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10005121,UF_origem,"	var __uzdbm_2 = ""MTVjODFhNzYtYzRvMy00MzM2LWI5MWYtM2JhNzY4OTNjZTk4JDEzNS4yMzIuMjAxLjI0MA==""",Unnamed: 1,"	var __uzdbm_2 = ""MzIyMzcwMzctYzRvMy00NzkwLThiOWQtOGE0ZTZjOGVmNjcwJDEzNS4yMzIuMjAxLjI0MA==""","	var __uzdbm_2 = ""NTQxZjk3NmEtYzRvMy00ZWM4LWJiNWEtMjNhMzQ3MDAyZjAyJDEzNS4yMzIuMjAxLjI0MA==""","	var __uzdbm_2 = ""YTc4Yjc0OGEtYzRvMy00MzI2LTliYTAtMTVlYjczZWM4OGIyJDEzNS4yMzIuMjAxLjI0MA==""","	var __uzdbm_2 = ""MGZmZmFjOGYtYzRvMy00YTFmLTgyMGYtM2M0YmM1ODlhMDkxJDEzNS4yMzIuMjAxLjI0MA==""","	var __uzdbm_2 = ""NmI1NDBkZGQtYzRvMy00ZTA3LTliNmUtYjljZTFjYzQ3MDQ2JDEzNS4yMzIuMjAxLjI0MA==""","	var __uzdbm_2 = ""ODJkOTFkYzMtYzRvMy00NDE1LTlmMGQtZmJjZDcxNmQwZTA5JDEzNS4yMzIuMjAxLjI0MA==""","	var __uzdbm_2 = ""NjcwYWJiNDMtYzRvMy00NWJlLWFmZTMtODhiMDMxZDRhMmYxJDEzNS4yMzIuMjAxLjI0MA==""","	var __uzdbm_2 = ""MTlmZTg4MjItYzRvMy00MzVhLWE3MDMtYjNhYjBmOWNlMmRlJDEzNS4yMzIuMjAxLjI0MA==""","	var __uzdbm_2 = ""NzQ4N2ZjYTgtYzRvMy00NjY0LWE4M2EtOGI5NTRmYjY4MzAwJDEzNS4yMzIuMjAxLjI0MA==""","	var __uzdbm_2 = ""NTU5YmVmY2YtYzRvMy00YmZmLWEyMzYtNTZhMjg0ZjBlN2E4JDEzNS4yMzIuMjAxLjI0MA==""","	var __uzdbm_2 = ""MTc2MzZjNDEtYzRvMy00ODE4LWE0Y2UtZGJhNmI3NmM1ZmJmJDEzNS4yMzIuMjAxLjI0MA==""","	var __uzdbm_2 = ""NzZkNTdiY2ItYzRvMy00NzUwLWJjMTEtNTc0OTk2MmZlMjE0JDEzNS4yMzIuMjAxLjI0MA==""","	var __uzdbm_2 = ""MmRjNzgzMzAtYzRvMy00ZGU3LTlmMzItOGE4MzJiOGYyNDYwJDEzNS4yMzIuMjAxLjI0MA==""","	var __uzdbm_2 = ""NWI2OGE3NGUtYzRvMy00MDBhLThiYTItNWI5ZTkxY2Q2NTQyJDEzNS4yMzIuMjAxLjI0MA==""","	var __uzdbm_2 = ""OWIwYjc0OTQtYzRvMy00ZmIwLWEyNTctZTVjY2RhMDY5NzI3JDEzNS4yMzIuMjAxLjI0MA==""","	var __uzdbm_2 = ""YzAwYmVkNDUtYzRvMy00MDc4LWIxOGQtNTRiZmRkNzA1YmNlJDEzNS4yMzIuMjAxLjI0MA==""","	var __uzdbm_2 = ""MDhlZjA4MDgtYzRvMy00MjAzLTk5MjctY2FmMmQ5MmFlZmU5JDEzNS4yMzIuMjAxLjI0MA==""","	var __uzdbm_2 = ""NDY4ZTllZDUtYzRvMy00NjFlLWJkZWYtYTc3YTYyMGIyYThjJDEzNS4yMzIuMjAxLjI0MA==""","	var __uzdbm_2 = ""ZWVkZDVmODktYzRvMy00MTM5LThkODctYjZhNjViMWU1NmMwJDEzNS4yMzIuMjAxLjI0MA==""","	var __uzdbm_2 = ""MGY5YmIzNjgtYzRvMy00MTRjLTk3MTYtM2M0Yjc2NjVkNGMzJDEzNS4yMzIuMjAxLjI0MA==""","	var __uzdbm_2 = ""ZGNlOWU2NzUtYzRvMy00MTNkLThkN2UtMjgxZjk2M2YxMTc0JDEzNS4yMzIuMjAxLjI0MA==""","	var __uzdbm_2 = ""Y2RjY2Q2M2EtYzRvMy00OTE5LTg1NmItODg4Y2ZjZDViNjMzJDEzNS4yMzIuMjAxLjI0MA==""","	var __uzdbm_2 = ""MDJkZmY4MWMtYzRvMy00N2M1LTkxMDYtZjhlZGVlMTUzZjY5JDEzNS4yMzIuMjAxLjI0MA==""","	var __uzdbm_2 = ""ZWRhYzBhYTItYzRvMy00ZTExLWJhZGEtODJmNWJkMmY2NmUxJDEzNS4yMzIuMjAxLjI0MA==""","	var __uzdbm_2 = ""NGFjNDRkYmYtYzRvMy00MWY2LWEyMDQtMjdkZDhlZjBjZTU2JDEzNS4yMzIuMjAxLjI0MA==""",desconto
,,,,,,Outro,,,,,,,,,,, 1334000000077 ,AC ,RIO BRANCO ,VILA IVONETE ,"RUA ABRAIM FARHAT, N. 110, LT 17 QD E ","613.733,67","963.000,00",36.27,Não,"Casa, 341.42 de área total, 341.42 de área privativa, 300.00 de área do terreno,  4 qto(s), a.serv, WC, WC Emp, 1 sala(s), cozinha, 1 vaga(s) de garagem.",Venda Direta Online,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1334000000077,AC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,, 1444414532360 ,AC ,RIO BRANCO ,MORADA DO SOL ,"ESTRADA DA INVERNADA, N. SN, Apto 1104, VG 25 E 26 ","823.000,00","823.000,00",0.00,Não,"Apartamento, 191.19 de área total, 133.90 de área privativa, 0.00 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha, 2 vaga(s) de garagem.",Leilão SFI - Edital Único,https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444414532360,AC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,AL,"	(function(w, d, e, u, c, g, a, b){",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,AL,"		w[""SSJSConnectorObj""] = w[""SSJSConnectorObj""] || {ss_cid : c, domain_info: g}",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,AL,		a = d.createElement(e),,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,AL,		a.async = true,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,AL,		a.src = u,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,AL,		b = d.getElementsByTagName(e)[0],,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,AL,"		b.parentNode.insertBefore(a, b)",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,AL,"	})(window,document,""script"",""https://cdn.perfdrive.com/aperture/aperture.js"",""b8c3"",""auto"")",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,AL,</script>,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,AL,"<script type=""text/javascript"">",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,AL,</script>,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,AL,</head>,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,AL,"<meta name=""viewport"" content=""width=device-width, initial-scale=1"">",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,AL,<style>,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,AL,  .back-color {,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,AL,    background: #346dab,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,AL,  },,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,AL,  .card {,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,AL,"    box-shadow: 0 4px 8px 0 rgba(0, 0, 0, 0.2)",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,AL,    transition: 0.3s,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,AL,    width: 100%,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,AL,    background: white,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,AL,  },,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,AL,  .card-in {,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,AL,"    box-shadow: 0 4px 8px 0 rgba(0, 0, 0, 0.2)",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,AL,    transition: 0.3s,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,AL,    background-color: #eff4f5,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,AL,    margin: 16px,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,AL,    background: white,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,AL,  },,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,AL,  .card:hover {,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,AL,"    box-shadow: 0 8px 16px 0 rgba(0, 0, 0, 0.2)",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,AL,  },,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,AL,  .container {,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,AL,    padding: 2px 16px,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,AL,  },,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,AL,  .btn-group button {,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,AL,    background-color: #92acd0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,AL,    border: 1px solid #92acd0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,AL,    color: white,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,AL,    padding: 10px 24px,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,AL,    cursor: pointer,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,AL,    float: left,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,AL,  },,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,AL,  .btn-group:after {,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,AL,"    content: """"",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,AL,    clear: both,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,AL,    display: table,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,AL,  },,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,AL,  .btn-group button:not(:last-child) {,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,AL,    border-right: none,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,AL,  },,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,AL,  .btn-group button:hover {,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,AL,    background-color: #3e8e41,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,AL,  },,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,AL,  .swithButton {,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,AL,    width: 32px,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,AL,    height: 32px,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,AL,    transition: all ease-in-out 0.2s,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,AL,    cursor: pointer,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,AL,"    box-shadow: rgba(0, 0, 0, 0.25) 0px 54px 55px, rgba(0, 0, 0, 0.12) 0px -12px 30px, rgba(0, 0, 0, 0.12) 0px 4px 6px, rgba(0, 0, 0, 0.17) 0px 12px 13px, rgba(0, 0, 0, 0.09) 0px -3px 5px",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,AL,    border-radius: 7px,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,AL,  },,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,AL,  .swithButton:hover {,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,AL,    border: 1px solid #888,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,AL,    background-color: #ddd,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,AL,  },,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,AL,</style>,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,AL,"<div class=""container"">",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,AL,"  <div class=""card div-top"">",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,AL,"    <div style=""text-align: center"">",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,AL,"      <img src=""https://stgantibotcaixa.blob.core.windows.net/imagens/logo.png"" alt=""Avatar""",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,AL,"        style=""width:15%"," margin-top: 16px"">",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,AL,    </div>,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,AL,"    <div class=""container"" style=""text-align: center"">",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,AL,"      <h4 style=""color: #0f66ae""><b>Caixa EconÃ´mica Federal</b></h4>",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,AL,    </div>,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,AL,      <div>,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,AL,"        <img src=""https://stgantibotcaixa.blob.core.windows.net/imagens/cadeado.png"" alt=""Avatar""",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,AL,        <h5>Toque no quadro abaixo para poder verificar que vocÃª nÃ£o Ã© robÃ´.</h5>,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,AL,      </div>,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,AL,    </div>,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,AL,          <center>,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,AL,"            <input class=""swithButton"" title=""Accessibility"" type=""image""",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,AL,"              src=""https://captcha.perfdrive.com/captcha-public//images/audio_button.png"" alt=""Submit"" id=""showReCap"" value=""Click me""",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,AL,"              aria-label=""Clique aqui para o desafio captcha com opÃ§Ã£o de acessibilidade""",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,AL,"            <div class=""h-captcha"" data-sitekey=""ae73173b-7003-44e0-bc87-654d0dab8b75""",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,AL,"              data-open-callback=""hOpenRad"" data-callback=""hSolvedRad""></div><br>",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,AL,"            <center><input id=""cf_input"" type=""hidden"" name=""cfi"" value="""">",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,AL,"              <br><input type=""submit"" class=""btn btn-success btn-sm"" Value=""Submit""><br>",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,AL,            </center>,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,AL,          </form>,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,AL,        </div>,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,AL,"            <div id=""reCapWidget"" class=""reCapWidget-recaptcha""></div>",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,AL,"            <center><input id=""cf_input"" type=""hidden"" name=""cfi"" value="""">",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,AL,"              <center style=""margin-top: -13%","><br><input type=submit"" class=""btn btn-success btn-sm"" Value=""Submit""",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,AL,      </div>,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,AL,    </div>,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,AL,"    <div class=""btn-group"" style=""padding: 16px"">",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,AL,    </div>,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,AL,  </div>,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,AL,</div>,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,AL,"<div id=""Radware Bot Manager CAPTCHA"" style=""visibility: hidden"">",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,AL,  <h1>NÃÆO REMOVER</h1>,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,AL,</div>,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,AL,<script>,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,AL,"  var div1 = document.getElementById('hCap'),",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,AL,    div2 = document.getElementById('reCap'),,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,AL,  function switchVisible() {,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,AL,    if (!div1) return,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,AL,    if (getComputedStyle(div1).display == 'block') {,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,AL,      div1.style.display = 'none',,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,AL,      div2.style.display = 'block',,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,AL,    },,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,AL,  },,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,AL,"  document.getElementById('showReCap').addEventListener('click', switchVisible)",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,AL,</script>,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,AL,"<!-- To avoid hCaptcha backward compatability for recapctha , using explicit recpatcha logic-->",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,AL,<script>,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,AL,  var onloadCallback = function () {,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,AL,"    widgetId2 = grecaptcha.render(document.getElementById('reCapWidget'), {",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,AL,"      'sitekey': ""6LeH3loUAAAAAI_m15sXabjr8-Iqj2yI3F3JeK8X"",",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,AL,      'type': 'audio',,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,AL,    }),,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,AL,  },,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,AL,</script>,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,AL,"<script src=""https://www.google.com/recaptcha/api.js?onload=onloadCallback&render=explicit&&hl=pt"" async defer></script>",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,AL,</div>,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,AL,</div>,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,AL,"<div id=""custom_footer"" class=""footer"">",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,AL,"  <p id=""second_line"">VocÃª chegou a esta pÃ¡gina enquanto tentava acessar",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,AL,"    https://venda-imoveis.caixa.gov.br/listaweb/Lista_imoveis_AL.csv 135.232.201.240    April 23 2026, 19:31:22 UTC Mozilla/5.0 (Macintosh"," Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36 </p>",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,AL,</div>,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,AM,,,"	(function(w, d, e, u, c, g, a, b){",,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,AM,,,"		w[""SSJSConnectorObj""] = w[""SSJSConnectorObj""] || {ss_cid : c, domain_info: g}",,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,AM,,,		a = d.createElement(e),,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Outro,,,,,,,,,,,,,,,,,,,,,,,AM,,,		a.async = true,,,,,,,,,,,,,,,,,,,,,,,,,
